timestamp,excluded_group,model_name,r_squared,mae,rmse,medae
2025-10-31 12:11:20,i_tfidf,LGBM Regressor (Advanced) - Training,0.9658557261045954,0.20970319380168911,0.2842516662151438,0.15429617268190543
2025-10-31 12:11:20,i_tfidf,LGBM Regressor (Advanced),0.5218472807747578,0.8408248852041703,1.0663141727866419,0.6584760624045791
2025-10-31 12:11:20,i_tfidf,Ridge Regression (Baseline) - Training,0.9034382880931514,0.36068101015343074,0.4780205383206526,0.2832752595595034
2025-10-31 12:11:20,i_tfidf,Ridge Regression (Baseline),0.5163172660766262,0.8561981748625961,1.0724626073944892,0.7737652973926887
2025-10-31 12:11:20,i_tfidf,"Blended Model (50% LGBM, 50% Ridge)",0.5530584792349502,0.8221938068311347,1.030925347593946,0.6986354539203745
2025-10-31 12:11:20,i_tfidf,LinearSVR - Training,0.9059906238626984,0.15675807033668418,0.47166067007045503,6.5356815389217e-05
2025-10-31 12:11:20,i_tfidf,LinearSVR,0.5037969508392395,0.8700516049503695,1.0862544809736974,0.6942846416120436
2025-10-31 12:11:20,i_tfidf,Final 'BLENDED' on Combined Val+Test Set,0.5515802392813074,0.8049589190235287,1.0248408307824652,0.6635960895130788
2025-10-31 12:13:05,vi_tfidf,LGBM Regressor (Advanced) - Training,0.9691186197895792,0.20163001104927528,0.27032887032268604,0.15522761261641227
2025-10-31 12:13:05,vi_tfidf,LGBM Regressor (Advanced),0.47873580121166204,0.8662604042164866,1.1133476983498658,0.6925876149625538
2025-10-31 12:13:05,vi_tfidf,Ridge Regression (Baseline) - Training,0.8742520801008408,0.4168934325473091,0.5454996587069239,0.3246638809325333
2025-10-31 12:13:05,vi_tfidf,Ridge Regression (Baseline),0.5057324217655705,0.8390151941595568,1.084133909438106,0.681785326664349
2025-10-31 12:13:05,vi_tfidf,"Blended Model (50% LGBM, 50% Ridge)",0.529444707415691,0.8298459240764622,1.0578088542817776,0.6762217702828748
2025-10-31 12:13:05,vi_tfidf,LinearSVR - Training,0.8559134277344914,0.23268655570407779,0.5839233379555056,0.00013842340828440491
2025-10-31 12:13:05,vi_tfidf,LinearSVR,0.47201943705242677,0.854088319588437,1.1204973506825133,0.6544814519291675
2025-10-31 12:13:05,vi_tfidf,Final 'BLENDED' on Combined Val+Test Set,0.5210206025689517,0.825595569229698,1.0591865693302627,0.680141290265619
